entry_time,exit_time,direction,bars_held,size_factor,notional,beta,gross_pnl,slippage_spread_cost,commission,net_pnl,return_pct,capital_after
2022-12-13 16:14:00+00:00,2022-12-13 16:15:00+00:00,short,1,0.39275553053164386,38963.607714139245,1.012691892731163,-14.883777316813202,16.932202194650543,6.0,-20.8837773168132,-0.05359816131511566,99184.86810960661
2022-12-13 16:16:00+00:00,2022-12-13 16:17:00+00:00,short,1,0.3930859275624324,38988.17588102224,0.9765496259681024,-16.442952437202266,16.94588401218374,6.0,-22.442952437202266,-0.057563484133471676,99162.42515716942
2022-12-13 16:18:00+00:00,2022-12-13 16:19:00+00:00,short,1,0.3916586963265419,38837.826161635254,1.0443493114116105,6.247538131760832,16.873830640951095,6.0,0.24753813176083206,0.0006373635093030901,99162.67269530118
2022-12-14 14:38:00+00:00,2022-12-14 14:41:00+00:00,long,3,0.41497194265975734,41149.72692770281,0.792557998514093,-14.01587524404702,17.93731914986467,6.0,-20.01587524404702,-0.048641574898451966,99142.65682005713
2022-12-14 14:42:00+00:00,2022-12-14 14:43:00+00:00,long,1,0.41446918449326464,41091.57612070468,0.6419543825076208,-5.509559733868407,17.944928869019364,6.0,-11.509559733868407,-0.028009535823253863,99131.14726032327
2022-12-14 14:46:00+00:00,2022-12-14 14:49:00+00:00,long,3,0.4149947049638391,41138.90121002474,0.7557610185326036,-7.698406631237653,17.95096709019856,6.0,-13.698406631237653,-0.033297939974876185,99117.44885369203
2022-12-14 14:50:00+00:00,2022-12-14 14:51:00+00:00,long,1,0.4166371443564634,41296.01084630006,0.7622387339909638,-33.20045869618709,18.0191544183155,6.0,-39.20045869618709,-0.09492553370854047,99078.24839499584
2022-12-14 14:52:00+00:00,2022-12-14 14:53:00+00:00,long,1,0.41715711105019954,41331.19586837053,0.73332340861275,-25.509407569334364,18.031626604422826,6.0,-31.509407569334364,-0.07623638006914658,99046.7389874265
2022-12-14 14:54:00+00:00,2022-12-14 14:57:00+00:00,long,3,0.41694097768811134,41296.64419023678,0.8111189816375457,-20.77076462670977,17.99619914575953,6.0,-26.77076462670977,-0.06482552069700334,99019.9682227998
2022-12-14 14:58:00+00:00,2022-12-14 14:59:00+00:00,long,1,0.41678689373205835,41270.224973027856,0.69526555048118,-37.96292119986675,18.014044003349714,6.0,-43.96292119986675,-0.10652454942661133,98976.00530159993
2022-12-14 15:00:00+00:00,2022-12-14 15:01:00+00:00,long,1,0.41658133290293675,41231.556213948636,0.6838089732358493,-11.415909892311717,18.00365044986373,6.0,-17.415909892311717,-0.04223927372991057,98958.58939170762
2022-12-14 15:02:00+00:00,2022-12-14 15:05:00+00:00,long,3,0.41667732693114423,41233.80050461341,0.8648202903067879,1.4175152906321777,17.94174124228039,6.0,-4.582484709367822,-0.011113418247379634,98954.00690699826
2022-12-14 15:06:00+00:00,2022-12-14 15:07:00+00:00,long,1,0.4181937404379573,41381.94627976106,0.8067080625996508,-22.016762610743,18.032022381646847,6.0,-28.016762610743,-0.06770286351767206,98925.99014438751
2022-12-14 15:08:00+00:00,2022-12-14 15:09:00+00:00,long,1,0.41729715449547894,41281.534192900705,0.6943811055744836,-22.91187443006626,18.01217773687921,6.0,-28.91187443006626,-0.07003585257991286,98897.07826995745
2022-12-14 15:10:00+00:00,2022-12-14 15:11:00+00:00,long,1,0.4177155078401714,41310.84327344446,0.7436829910586072,-14.100864460714648,18.013649663190556,6.0,-20.100864460714646,-0.04865759899323076,98876.97740549673
2022-12-14 15:12:00+00:00,2022-12-14 15:13:00+00:00,long,1,0.4174255789375451,41273.77953708404,0.6774057873375471,-11.612657686016082,18.01412128135943,6.0,-17.61265768601608,-0.042672752249866774,98859.36474781072
2022-12-14 15:14:00+00:00,2022-12-14 15:15:00+00:00,long,1,0.41885254904102,41407.49692119647,0.7417764794052503,-26.20092398354472,18.05249481898792,6.0,-32.20092398354472,-0.07776592737500412,98827.16382382717
2022-12-14 15:16:00+00:00,2022-12-14 15:17:00+00:00,long,1,0.4191441487317023,41422.82745250653,0.6825812724502112,-8.858975837102642,18.08326176897126,6.0,-14.858975837102642,-0.03587146689621622,98812.30484799006
2022-12-14 15:18:00+00:00,2022-12-14 15:19:00+00:00,long,1,0.4201862997851475,41519.57674731893,0.7379960704271616,-19.56646357818643,18.10835200046975,6.0,-25.56646357818643,-0.0615768887380032,98786.73838441187
2022-12-14 15:22:00+00:00,2022-12-14 15:23:00+00:00,long,1,0.42289869019751447,41776.78227165231,0.7312140287045842,-29.74743027919897,18.218248546086066,6.0,-35.747430279198966,-0.08556769654195084,98750.99095413268
2022-12-14 15:24:00+00:00,2022-12-14 15:25:00+00:00,long,1,0.4235301669202878,41824.023682347644,0.7261457703367964,1.4445540809144803,18.244799910539513,6.0,-4.555445919085519,-0.010891936064506875,98746.43550821359
2022-12-14 15:26:00+00:00,2022-12-14 15:35:00+00:00,long,9,0.4255427234511079,42020.8270972544,0.7124387160205349,-51.36479748443452,18.328143112383124,6.0,-57.36479748443452,-0.13651515557194419,98689.07071072915
2022-12-15 15:02:00+00:00,2022-12-15 15:09:00+00:00,short,7,0.48268434712347785,47635.66966423104,0.6158996396833165,-91.38429258240265,20.89039058116306,6.0,-97.38429258240265,-0.20443565351098056,98591.68641814675
